Word 1	Word 2	Count	perMillion
Iran	has 	278	1.290930956949
Jimmy	Fallon 	278	1.290930956949
landscapes	of 	278	1.290930956949
liberty	to 	278	1.290930956949
life's	work 	278	1.290930956949
lock	on 	278	1.290930956949
mechanical	properties 	278	1.290930956949
Michaels	and 	278	1.290930956949
net	profit 	278	1.290930956949
Nicole	Kidman 	278	1.290930956949
node	in 	278	1.290930956949
Normandy	in 	278	1.290930956949
omit	the 	278	1.290930956949
onwards	the 	278	1.290930956949
organizing	and 	278	1.290930956949
outlet	of 	278	1.290930956949
pages	long 	278	1.290930956949
participated	at 	278	1.290930956949
Permanent	Secretary 	278	1.290930956949
Pharmacy	and 	278	1.290930956949
planes	in 	278	1.290930956949
polarized	light 	278	1.290930956949
protested	that 	278	1.290930956949
quarterback	for 	278	1.290930956949
realizes	the 	278	1.290930956949
Regiment	were 	278	1.290930956949
rid	the 	278	1.290930956949
Ron	Paul 	278	1.290930956949
routed	through 	278	1.290930956949
schemes	of 	278	1.290930956949
segregation	and 	278	1.290930956949
shield	with 	278	1.290930956949
shrine	is 	278	1.290930956949
slowly	in 	278	1.290930956949
solving	a 	278	1.290930956949
steady	stream 	278	1.290930956949
strive	for 	278	1.290930956949
suicide	on 	278	1.290930956949
summarized	by 	278	1.290930956949
surviving	the 	278	1.290930956949
tenet	of 	278	1.290930956949
testified	in 	278	1.290930956949
thousands	more 	278	1.290930956949
tortured	by 	278	1.290930956949
trip	and 	278	1.290930956949
updating	the 	278	1.290930956949
valves	are 	278	1.290930956949
whites	in 	278	1.290930956949
Witch	and 	278	1.290930956949
woven	into 	278	1.290930956949
acoustic	and 	277	1.286287320413
adaptations	to 	277	1.286287320413
Advanced	Studies 	277	1.286287320413
airfield	and 	277	1.286287320413
armor	was 	277	1.286287320413
attorney	of 	277	1.286287320413
bombarded	the 	277	1.286287320413
Bond	was 	277	1.286287320413
brands	such 	277	1.286287320413
cardinality	of 	277	1.286287320413
cave	was 	277	1.286287320413
celebration	is 	277	1.286287320413
CEO	in 	277	1.286287320413
chains	in 	277	1.286287320413
Chelsea	and 	277	1.286287320413
chronicling	the 	277	1.286287320413
concerned	by 	277	1.286287320413
Constantine	the 	277	1.286287320413
converge	on 	277	1.286287320413
Copenhagen	in 	277	1.286287320413
cottages	and 	277	1.286287320413
crest	and 	277	1.286287320413
definitions	for 	277	1.286287320413
delivery	system 	277	1.286287320413
descend	to 	277	1.286287320413
Devil	Rays 	277	1.286287320413
digitally	remastered 	277	1.286287320413
diocese	was 	277	1.286287320413
draining	the 	277	1.286287320413
dynasty	that 	277	1.286287320413
ear	and 	277	1.286287320413
establishes	that 	277	1.286287320413
exercise	their 	277	1.286287320413
Gandhi	and 	277	1.286287320413
hide	their 	277	1.286287320413
hydroxyl	group 	277	1.286287320413
immigration	reform 	277	1.286287320413
individually	and 	277	1.286287320413
interactions	and 	277	1.286287320413
Kuril	Islands 	277	1.286287320413
Land	Office 	277	1.286287320413
laps	to 	277	1.286287320413
malaria	and 	277	1.286287320413
Males	constitute 	277	1.286287320413
mandate	for 	277	1.286287320413
Manifest	Destiny 	277	1.286287320413
Methodist	chapel 	277	1.286287320413
minds	and 	277	1.286287320413
minute	walk 	277	1.286287320413
mirrors	the 	277	1.286287320413
mixing	and 	277	1.286287320413
Montenegro	and 	277	1.286287320413
Moon	landing 	277	1.286287320413
Mother	Teresa 	277	1.286287320413
Nazis	in 	277	1.286287320413
negation	of 	277	1.286287320413
Niels	Bohr 	277	1.286287320413
occasions	to 	277	1.286287320413
Off	Broadway 	277	1.286287320413
omitting	the 	277	1.286287320413
pan	and 	277	1.286287320413
Phil	Spector 	277	1.286287320413
Philippines	to 	277	1.286287320413
plural	marriage 	277	1.286287320413
pollution	of 	277	1.286287320413
Portsmouth	in 	277	1.286287320413
posited	that 	277	1.286287320413
predominantly	white 	277	1.286287320413
procedures	in 	277	1.286287320413
processors	and 	277	1.286287320413
pure	water 	277	1.286287320413
qualifications	and 	277	1.286287320413
recommend	the 	277	1.286287320413
reverence	for 	277	1.286287320413
revival	was 	277	1.286287320413
saving	time 	277	1.286287320413
scientist	at 	277	1.286287320413
Springfield	and 	277	1.286287320413
starter	for 	277	1.286287320413
starter	in 	277	1.286287320413
stepping	stone 	277	1.286287320413
storey	building 	277	1.286287320413
subsidiaries	of 	277	1.286287320413
Ted	Williams 	277	1.286287320413
testify	to 	277	1.286287320413
Thompson	in 	277	1.286287320413
Thus	for 	277	1.286287320413
Transcendental	Meditation 	277	1.286287320413
transcript	of 	277	1.286287320413
treatises	on 	277	1.286287320413
triple	platinum 	277	1.286287320413
Troop	Carrier 	277	1.286287320413
tune	was 	277	1.286287320413
unrestricted	free 	277	1.286287320413
uranium	and 	277	1.286287320413
vowel	in 	277	1.286287320413
waiting	area 	277	1.286287320413
walked	off 	277	1.286287320413
waves	that 	277	1.286287320413
workshops	in 	277	1.286287320413
Aires	and 	276	1.281643683878
Asiatic	Fleet 	276	1.281643683878
Baronetage	of 	276	1.281643683878
Baseball	Classic 	276	1.281643683878
battlefield	and 	276	1.281643683878
betrayed	the 	276	1.281643683878
Billy	and 	276	1.281643683878
biological	diversity 	276	1.281643683878
Carrier	Strike 	276	1.281643683878
childhood	was 	276	1.281643683878
Chris	Benoit 	276	1.281643683878
commissioning	of 	276	1.281643683878
composers	who 	276	1.281643683878
correlation	of 	276	1.281643683878
custom	and 	276	1.281643683878
Cyrillic	script 	276	1.281643683878
decline	as 	276	1.281643683878
disorder	that 	276	1.281643683878
Ecclesiastical	History 	276	1.281643683878
eighty	years 	276	1.281643683878
enlisted	as 	276	1.281643683878
enrolled	as 	276	1.281643683878
Erich	von 	276	1.281643683878
Eton	and 	276	1.281643683878
expertise	to 	276	1.281643683878
explaining	why 	276	1.281643683878
feed	in 	276	1.281643683878
financially	and 	276	1.281643683878
Gilbert	was 	276	1.281643683878
Halifax	and 	276	1.281643683878
harmony	of 	276	1.281643683878
Hay	and 	276	1.281643683878
homosexuality	in 	276	1.281643683878
ill	to 	276	1.281643683878
Inn	was 	276	1.281643683878
innocent	people 	276	1.281643683878
Islamic	Revolution 	276	1.281643683878
Its	motto 	276	1.281643683878
jet	fuel 	276	1.281643683878
managing	a 	276	1.281643683878
McCartney	and 	276	1.281643683878
Merrie	Melodies 	276	1.281643683878
Merrill	Lynch 	276	1.281643683878
metals	such 	276	1.281643683878
monarchy	of 	276	1.281643683878
mortar	and 	276	1.281643683878
motives	for 	276	1.281643683878
objecting	to 	276	1.281643683878
offshore	islands 	276	1.281643683878
Oliver	Wendell 	276	1.281643683878
panel	was 	276	1.281643683878
Paraguay	and 	276	1.281643683878
pounds	sterling 	276	1.281643683878
probabilities	of 	276	1.281643683878
reggae	and 	276	1.281643683878
renew	his 	276	1.281643683878
reside	on 	276	1.281643683878
resorts	and 	276	1.281643683878
Rural	Affairs 	276	1.281643683878
salaries	of 	276	1.281643683878
salute	to 	276	1.281643683878
Simpson	was 	276	1.281643683878
Sound	Naval 	276	1.281643683878
speculative	fiction 	276	1.281643683878
Steel	Corporation 	276	1.281643683878
stimulates	the 	276	1.281643683878
Sunshine	Coast 	276	1.281643683878
switching	from 	276	1.281643683878
Tate	Gallery 	276	1.281643683878
teaches	the 	276	1.281643683878
trailer	park 	276	1.281643683878
transcription	factor 	276	1.281643683878
trunk	and 	276	1.281643683878
upset	with 	276	1.281643683878
viewers	of 	276	1.281643683878
weakness	and 	276	1.281643683878
weekly	basis 	276	1.281643683878
adherent	of 	275	1.277000047342
advantages	to 	275	1.277000047342
Alexandre	Dumas 	275	1.277000047342
Also	it 	275	1.277000047342
Amadeus	Mozart 	275	1.277000047342
anniversary	celebrations 	275	1.277000047342
arrays	of 	275	1.277000047342
Attorney	General's 	275	1.277000047342
Baron	von 	275	1.277000047342
basin	to 	275	1.277000047342
Blues	Brothers 	275	1.277000047342
bone	of 	275	1.277000047342
brass	instruments 	275	1.277000047342
carboxylic	acid 	275	1.277000047342
Catherine	de 	275	1.277000047342
chemicals	in 	275	1.277000047342
circumnavigation	of 	275	1.277000047342
clan	in 	275	1.277000047342
clients	in 	275	1.277000047342
Combat	Command 	275	1.277000047342
Comics	published 	275	1.277000047342
conclusions	about 	275	1.277000047342
Constantine	and 	275	1.277000047342
Continuation	War 	275	1.277000047342
controversial	because 	275	1.277000047342
core	curriculum 	275	1.277000047342
craft	to 	275	1.277000047342
CT	scan 	275	1.277000047342
dealers	and 	275	1.277000047342
debit	cards 	275	1.277000047342
deported	from 	275	1.277000047342
dialects	in 	275	1.277000047342
Donald	Trump 	275	1.277000047342
Dream	Team 	275	1.277000047342
drink	in 	275	1.277000047342
enzymes	are 	275	1.277000047342
Ethiopian	Orthodox 	275	1.277000047342
evenings	and 	275	1.277000047342
extinct	species 	275	1.277000047342
Family	Stone 	275	1.277000047342
fearing	a 	275	1.277000047342
forks	of 	275	1.277000047342
gang	and 	275	1.277000047342
gather	at 	275	1.277000047342
genocide	in 	275	1.277000047342
Gustav	Mahler 	275	1.277000047342
Habsburg	Empire 	275	1.277000047342
Heights	in 	275	1.277000047342
hide	his 	275	1.277000047342
Historically	in 	275	1.277000047342
hordes	of 	275	1.277000047342
horns	of 	275	1.277000047342
imply	the 	275	1.277000047342
injection	system 	275	1.277000047342
interim	leader 	275	1.277000047342
intervened	and 	275	1.277000047342
investigates	the 	275	1.277000047342
Jacksonville	Jaguars 	275	1.277000047342
JR	East 	275	1.277000047342
Judaism	in 	275	1.277000047342
Knights	in 	275	1.277000047342
leather	seats 	275	1.277000047342
licensing	agreement 	275	1.277000047342
Likewise	the 	275	1.277000047342
liver	failure 	275	1.277000047342
Living	Dead 	275	1.277000047342
mines	at 	275	1.277000047342
minimizes	the 	275	1.277000047342
modeled	as 	275	1.277000047342
Orange	in 	275	1.277000047342
Orkney	and 	275	1.277000047342
pairs	and 	275	1.277000047342
palace	for 	275	1.277000047342
Panther	Party 	275	1.277000047342
parable	of 	275	1.277000047342
passionate	about 	275	1.277000047342
propose	to 	275	1.277000047342
rarely	in 	275	1.277000047342
realism	in 	275	1.277000047342
Reprise	Records 	275	1.277000047342
reserves	were 	275	1.277000047342
rulers	were 	275	1.277000047342
saint	in 	275	1.277000047342
Scarlet	Witch 	275	1.277000047342
shed	light 	275	1.277000047342
shoots	him 	275	1.277000047342
sit	at 	275	1.277000047342
slide	guitar 	275	1.277000047342
Smoky	Mountains 	275	1.277000047342
spared	the 	275	1.277000047342
specifics	of 	275	1.277000047342
spiral	galaxy 	275	1.277000047342
stint	on 	275	1.277000047342
strengthen	their 	275	1.277000047342
tissue	in 	275	1.277000047342
Tommy	Lee 	275	1.277000047342
treatments	of 	275	1.277000047342
tribute	from 	275	1.277000047342
Uncle	Tom's 	275	1.277000047342
valid	and 	275	1.277000047342
vast	amount 	275	1.277000047342
walled	plain 	275	1.277000047342
What	did 	275	1.277000047342
worker	who 	275	1.277000047342
worship	the 	275	1.277000047342
absorption	and 	274	1.272356410806
actively	supported 	274	1.272356410806
administrators	and 	274	1.272356410806
apologize	for 	274	1.272356410806
architect	who 	274	1.272356410806
asking	that 	274	1.272356410806
attempted	in 	274	1.272356410806
Baptist	minister 	274	1.272356410806
bills	were 	274	1.272356410806
bishop	to 	274	1.272356410806
brands	and 	274	1.272356410806
brilliant	and 	274	1.272356410806
Broadcast	Group 	274	1.272356410806
cannons	and 	274	1.272356410806
certified	double 	274	1.272356410806
chicks	are 	274	1.272356410806
chords	and 	274	1.272356410806
concerted	effort 	274	1.272356410806
consciousness	in 	274	1.272356410806
contingent	on 	274	1.272356410806
continuity	with 	274	1.272356410806
Cyrillic	alphabet 	274	1.272356410806
densities	of 	274	1.272356410806
derived	in 	274	1.272356410806
develops	into 	274	1.272356410806
disconnected	from 	274	1.272356410806
distinctly	different 	274	1.272356410806
earn	their 	274	1.272356410806
efficient	use 	274	1.272356410806
Elves	and 	274	1.272356410806
expectations	for 	274	1.272356410806
Falls	Church 	274	1.272356410806
galaxy	in 	274	1.272356410806
Guggenheim	Museum 	274	1.272356410806
Harrison	Ford 	274	1.272356410806
Hernando	de 	274	1.272356410806
households	with 	274	1.272356410806
infiltrated	the 	274	1.272356410806
inserting	a 	274	1.272356410806
Italians	and 	274	1.272356410806
Lawn	Memorial 	274	1.272356410806
lightning	bolt 	274	1.272356410806
mixing	the 	274	1.272356410806
Nicholas	and 	274	1.272356410806
noticeable	in 	274	1.272356410806
ore	from 	274	1.272356410806
owning	a 	274	1.272356410806
papal	conclave 	274	1.272356410806
paths	to 	274	1.272356410806
pension	fund 	274	1.272356410806
peoples	were 	274	1.272356410806
psychology	is 	274	1.272356410806
ray	crystallography 	274	1.272356410806
readiness	to 	274	1.272356410806
reservoir	was 	274	1.272356410806
reverse	side 	274	1.272356410806
riders	to 	274	1.272356410806
Scots	and 	274	1.272356410806
sealed	with 	274	1.272356410806
Society's	Award 	274	1.272356410806
Soviets	had 	274	1.272356410806
spokesman	on 	274	1.272356410806
Spy	Who 	274	1.272356410806
stable	than 	274	1.272356410806
staging	area 	274	1.272356410806
starvation	and 	274	1.272356410806
Stockton	and 	274	1.272356410806
Submarine	Squadron 	274	1.272356410806
Sugar	Bowl 	274	1.272356410806
Tank	Battalion 	274	1.272356410806
terrorist	groups 	274	1.272356410806
thereby	increasing 	274	1.272356410806
transmitter	in 	274	1.272356410806
tunes	and 	274	1.272356410806
Tyne	Tees 	274	1.272356410806
voiced	his 	274	1.272356410806
widening	the 	274	1.272356410806
Woody	Guthrie 	274	1.272356410806
Zoological	Society 	274	1.272356410806
actively	in 	273	1.267712774270
admit	to 	273	1.267712774270
afterwards	and 	273	1.267712774270
attacking	and 	273	1.267712774270
backing	vocalist 	273	1.267712774270
bad	faith 	273	1.267712774270
barrier	island 	273	1.267712774270
Botany	Bay 	273	1.267712774270
camping	and 	273	1.267712774270
Cinque	Ports 	273	1.267712774270
contestants	were 	273	1.267712774270
coordinates	the 	273	1.267712774270
correspondence	and 	273	1.267712774270
Cotton	was 	273	1.267712774270
counseling	and 	273	1.267712774270
De	Witt 	273	1.267712774270
dealer	in 	273	1.267712774270
delta	of 	273	1.267712774270
detached	and 	273	1.267712774270
developments	were 	273	1.267712774270
documented	as 	273	1.267712774270
dwell	in 	273	1.267712774270
eat	and 	273	1.267712774270
elasticity	of 	273	1.267712774270
Emmy	nomination 	273	1.267712774270
engraving	by 	273	1.267712774270
export	market 	273	1.267712774270
faith	to 	273	1.267712774270
father's	footsteps 	273	1.267712774270
feels	the 	273	1.267712774270
First	Division 	273	1.267712774270
generals	in 	273	1.267712774270
geographic	center 	273	1.267712774270
golden	ratio 	273	1.267712774270
graves	in 	273	1.267712774270
hardcore	band 	273	1.267712774270
hearings	on 	273	1.267712774270
hidden	track 	273	1.267712774270
Houston	Texans 	273	1.267712774270
huge	numbers 	273	1.267712774270
identifies	as 	273	1.267712774270
inflammation	and 	273	1.267712774270
ink	and 	273	1.267712774270
intervention	and 	273	1.267712774270
issuing	the 	273	1.267712774270
labels	such 	273	1.267712774270
landowners	in 	273	1.267712774270
Liberty	Bell 	273	1.267712774270
loops	and 	273	1.267712774270
mapping	the 	273	1.267712774270
marketing	the 	273	1.267712774270
massive	and 	273	1.267712774270
meat	or 	273	1.267712774270
monthly	precipitation 	273	1.267712774270
moored	in 	273	1.267712774270
mutual	fund 	273	1.267712774270
Mystery	Science 	273	1.267712774270
Nancy	Drew 	273	1.267712774270
negotiated	by 	273	1.267712774270
notoriety	for 	273	1.267712774270
oils	and 	273	1.267712774270
outlying	areas 	273	1.267712774270
outstanding	contributions 	273	1.267712774270
penal	colony 	273	1.267712774270
Phase	One 	273	1.267712774270
Phoenix	Coyotes 	273	1.267712774270
planets	are 	273	1.267712774270
Portugal	was 	273	1.267712774270
pub	and 	273	1.267712774270
purely	for 	273	1.267712774270
Randy	Orton 	273	1.267712774270
recession	of 	273	1.267712774270
Reid	was 	273	1.267712774270
remainder	is 	273	1.267712774270
Russians	in 	273	1.267712774270
scion	of 	273	1.267712774270
season's	end 	273	1.267712774270
Secret	Life 	273	1.267712774270
seeking	out 	273	1.267712774270
severed	head 	273	1.267712774270
Show	Me 	273	1.267712774270
societies	are 	273	1.267712774270
supplement	their 	273	1.267712774270
surviving	examples 	273	1.267712774270
tallest	in 	273	1.267712774270
transitioned	into 	273	1.267712774270
tribal	members 	273	1.267712774270
twenty	of 	273	1.267712774270
victim	was 	273	1.267712774270
Vietnam	was 	273	1.267712774270
Why	is 	273	1.267712774270
additional	cost 	272	1.263069137735
algorithms	and 	272	1.263069137735
algorithms	that 	272	1.263069137735
atmosphere	at 	272	1.263069137735
baby	is 	272	1.263069137735
benefactor	of 	272	1.263069137735
bin	al 	272	1.263069137735
bonus	features 	272	1.263069137735
celebration	was 	272	1.263069137735
ceremonies	were 	272	1.263069137735
champion	at 	272	1.263069137735
charitable	organizations 	272	1.263069137735
charity	in 	272	1.263069137735
classification	was 	272	1.263069137735
classroom	and 	272	1.263069137735
clerk	at 	272	1.263069137735
climbing	and 	272	1.263069137735
cluster	in 	272	1.263069137735
Coca	Cola 	272	1.263069137735
collapsed	on 	272	1.263069137735
columns	were 	272	1.263069137735
commenced	the 	272	1.263069137735
Comptroller	of 	272	1.263069137735
conclude	the 	272	1.263069137735
Congo	River 	272	1.263069137735
constantly	in 	272	1.263069137735
contemporaries	and 	272	1.263069137735
contesting	the 	272	1.263069137735
cry	for 	272	1.263069137735
Davis	had 	272	1.263069137735
deemed	it 	272	1.263069137735
develops	the 	272	1.263069137735
disk	is 	272	1.263069137735
elite	group 	272	1.263069137735
emigrating	to 	272	1.263069137735
employs	over 	272	1.263069137735
Ethics	in 	272	1.263069137735
experts	from 	272	1.263069137735
extreme	poverty 	272	1.263069137735
fault	in 	272	1.263069137735
FIA	World 	272	1.263069137735
Got	News 	272	1.263069137735
gradually	increased 	272	1.263069137735
Hawaii	State 	272	1.263069137735
Hermann	von 	272	1.263069137735
Holland	was 	272	1.263069137735
Holmes	was 	272	1.263069137735
implied	in 	272	1.263069137735
ingredients	of 	272	1.263069137735
installment	in 	272	1.263069137735
interchange	of 	272	1.263069137735
Kid	Rock 	272	1.263069137735
knocking	him 	272	1.263069137735
landfall	on 	272	1.263069137735
limiting	factor 	272	1.263069137735
mainstream	and 	272	1.263069137735
majorities	in 	272	1.263069137735
Margaret	was 	272	1.263069137735
Maynard	Keynes 	272	1.263069137735
medals	for 	272	1.263069137735
misunderstanding	of 	272	1.263069137735
modules	are 	272	1.263069137735
neutralize	the 	272	1.263069137735
nineteen	years 	272	1.263069137735
Norwegian	government 	272	1.263069137735
Often	this 	272	1.263069137735
omitted	the 	272	1.263069137735
Oregon	Route 	272	1.263069137735
partial	derivatives 	272	1.263069137735
Petty	and 	272	1.263069137735
PlayStation	Network 	272	1.263069137735
poet	John 	272	1.263069137735
professorship	in 	272	1.263069137735
questioned	about 	272	1.263069137735
realizes	he 	272	1.263069137735
register	with 	272	1.263069137735
Republicans	were 	272	1.263069137735
Reserve	University 	272	1.263069137735
Robinson	in 	272	1.263069137735
rough	terrain 	272	1.263069137735
routed	to 	272	1.263069137735
sacked	the 	272	1.263069137735
Samuel	Beckett 	272	1.263069137735
shore	to 	272	1.263069137735
spirituality	and 	272	1.263069137735
stream	in 	272	1.263069137735
structured	as 	272	1.263069137735
subscribers	to 	272	1.263069137735
supervision	and 	272	1.263069137735
Suppose	the 	272	1.263069137735
Symphony	and 	272	1.263069137735
theatrical	productions 	272	1.263069137735
Tower	Hill 	272	1.263069137735
Transport	Corporation 	272	1.263069137735
wagon	and 	272	1.263069137735
walked	away 	272	1.263069137735
worlds	and 	272	1.263069137735
acids	in 	271	1.258425501199
appalled	by 	271	1.258425501199
apples	and 	271	1.258425501199
Applied	Arts 	271	1.258425501199
apt	to 	271	1.258425501199
barber	shop 	271	1.258425501199
barrier	between 	271	1.258425501199
Beast	Wars 	271	1.258425501199
bed	for 	271	1.258425501199
bombs	in 	271	1.258425501199
borne	out 	271	1.258425501199
bottled	water 	271	1.258425501199
brass	bands 	271	1.258425501199
Buffy	and 	271	1.258425501199
bypassed	the 	271	1.258425501199
Cartesian	product 	271	1.258425501199
ceremonies	for 	271	1.258425501199
chips	and 	271	1.258425501199
comparative	literature 	271	1.258425501199
complaining	of 	271	1.258425501199
complementary	to 	271	1.258425501199
consecrated	by 	271	1.258425501199
contradicts	the 	271	1.258425501199
copy	was 	271	1.258425501199
creeks	and 	271	1.258425501199
developments	have 	271	1.258425501199
difficulties	for 	271	1.258425501199
dipole	moment 	271	1.258425501199
diversity	is 	271	1.258425501199
divinity	of 	271	1.258425501199
dramatic	effect 	271	1.258425501199
Education	Minister 	271	1.258425501199
encounter	between 	271	1.258425501199
equity	and 	271	1.258425501199
escapes	and 	271	1.258425501199
experimental	work 	271	1.258425501199
extant	species 	271	1.258425501199
Federation	for 	271	1.258425501199
feudal	lords 	271	1.258425501199
flourished	during 	271	1.258425501199
Galileo	Galilei 	271	1.258425501199
gleaned	from 	271	1.258425501199
grains	and 	271	1.258425501199
gunshot	wound 	271	1.258425501199
halls	in 	271	1.258425501199
honors	the 	271	1.258425501199
hostile	takeover 	271	1.258425501199
Hudson	County 	271	1.258425501199
imperial	throne 	271	1.258425501199
implements	the 	271	1.258425501199
inaugurated	a 	271	1.258425501199
interpreter	of 	271	1.258425501199
Janis	Joplin 	271	1.258425501199
Kevin	Rudd 	271	1.258425501199
Kings	Cross 	271	1.258425501199
Kosovo	War 	271	1.258425501199
lied	about 	271	1.258425501199
lung	disease 	271	1.258425501199
Mall	of 	271	1.258425501199
Men's	Division 	271	1.258425501199
Midway	Island 	271	1.258425501199
neighbors	and 	271	1.258425501199
nests	of 	271	1.258425501199
nucleus	is 	271	1.258425501199
obsolete	and 	271	1.258425501199
offerings	of 	271	1.258425501199
Patti	Smith 	271	1.258425501199
Pebble	Beach 	271	1.258425501199
Phonographic	Industry 	271	1.258425501199
Pop	Idol 	271	1.258425501199
preserve	a 	271	1.258425501199
radial	engine 	271	1.258425501199
reasoning	and 	271	1.258425501199
reinstatement	of 	271	1.258425501199
restaurant	was 	271	1.258425501199
reveal	their 	271	1.258425501199
rice	in 	271	1.258425501199
royalty	and 	271	1.258425501199
runway	at 	271	1.258425501199
Seattle	in 	271	1.258425501199
sequences	that 	271	1.258425501199
Species	Act 	271	1.258425501199
state's	largest 	271	1.258425501199
strips	and 	271	1.258425501199
subgenre	of 	271	1.258425501199
Suicide	Squad 	271	1.258425501199
surrendered	in 	271	1.258425501199
swim	in 	271	1.258425501199
tactics	were 	271	1.258425501199
territorial	claims 	271	1.258425501199
Three	Mile 	271	1.258425501199
traits	are 	271	1.258425501199
Tubular	Bells 	271	1.258425501199
uniforms	were 	271	1.258425501199
ups	of 	271	1.258425501199
Veterans	Committee 	271	1.258425501199
Were	Here 	271	1.258425501199
witch	trials 	271	1.258425501199
Wrestling	Alliance 	271	1.258425501199
aims	and 	270	1.253781864663
Atlanta	Hawks 	270	1.253781864663
automatic	rifle 	270	1.253781864663
Barbara	and 	270	1.253781864663
barrier	and 	270	1.253781864663
basin	was 	270	1.253781864663
Billie	Jean 	270	1.253781864663
cantons	of 	270	1.253781864663
clinical	studies 	270	1.253781864663
complaint	was 	270	1.253781864663
confronts	the 	270	1.253781864663
Dark	Age 	270	1.253781864663
degenerated	into 	270	1.253781864663
denominated	in 	270	1.253781864663
depressed	and 	270	1.253781864663
disbanded	after 	270	1.253781864663
disclose	the 	270	1.253781864663
Duncan	and 	270	1.253781864663
elder	daughter 	270	1.253781864663
expect	that 	270	1.253781864663
exploited	in 	270	1.253781864663
fate	and 	270	1.253781864663
federally	funded 	270	1.253781864663
feed	of 	270	1.253781864663
Financial	Group 	270	1.253781864663
Fire	Island 	270	1.253781864663
Ghost	Rider 	270	1.253781864663
graphics	were 	270	1.253781864663
gratitude	to 	270	1.253781864663
harvest	of 	270	1.253781864663
hatch	in 	270	1.253781864663
hazard	to 	270	1.253781864663
hazardous	materials 	270	1.253781864663
injunction	against 	270	1.253781864663
jump	and 	270	1.253781864663
jumped	into 	270	1.253781864663
knees	and 	270	1.253781864663
Korean	Air 	270	1.253781864663
Laws	degree 	270	1.253781864663
Liberation	Organization 	270	1.253781864663
locality	and 	270	1.253781864663
mausoleum	in 	270	1.253781864663
membrane	is 	270	1.253781864663
metro	line 	270	1.253781864663
Oblast	in 	270	1.253781864663
organisms	in 	270	1.253781864663
oriented	to 	270	1.253781864663
Pakistan	is 	270	1.253781864663
participation	by 	270	1.253781864663
Pembroke	College 	270	1.253781864663
portraying	a 	270	1.253781864663
Portsmouth	on 	270	1.253781864663
posthumously	published 	270	1.253781864663
preliminary	round 	270	1.253781864663
propagated	by 	270	1.253781864663
prostitution	and 	270	1.253781864663
pubs	in 	270	1.253781864663
racist	and 	270	1.253781864663
radical	change 	270	1.253781864663
realism	of 	270	1.253781864663
recommendations	on 	270	1.253781864663
redirected	to 	270	1.253781864663
regiment	is 	270	1.253781864663
rhythms	of 	270	1.253781864663
Richmond	in 	270	1.253781864663
Riemannian	manifold 	270	1.253781864663
salt	marshes 	270	1.253781864663
Sarah	and 	270	1.253781864663
saving	his 	270	1.253781864663
sergeant	and 	270	1.253781864663
Shiva	and 	270	1.253781864663
sighted	a 	270	1.253781864663
soldier	to 	270	1.253781864663
stripped	down 	270	1.253781864663
suggests	it 	270	1.253781864663
Summer	Games 	270	1.253781864663
surpass	the 	270	1.253781864663
surprise	that 	270	1.253781864663
suspicions	of 	270	1.253781864663
Taco	Bell 	270	1.253781864663
Thomson	and 	270	1.253781864663
torn	apart 	270	1.253781864663
trait	of 	270	1.253781864663
tram	system 	270	1.253781864663
travels	from 	270	1.253781864663
Turner	Prize 	270	1.253781864663
Unknown	Soldier 	270	1.253781864663
Utah	in 	270	1.253781864663
verbal	and 	270	1.253781864663
vetoed	the 	270	1.253781864663
wealth	was 	270	1.253781864663
abstract	expressionism 	269	1.249138228127
adventures	and 	269	1.249138228127
amounts	in 	269	1.249138228127
assignment	in 	269	1.249138228127
autobiographical	novel 	269	1.249138228127
aviation	airport 	269	1.249138228127
breed	standard 	269	1.249138228127
brings	to 	269	1.249138228127
bury	the 	269	1.249138228127
Carl	Sagan 	269	1.249138228127
catcher	in 	269	1.249138228127
celebrations	and 	269	1.249138228127
ceramics	and 	269	1.249138228127
chairs	and 	269	1.249138228127
choices	and 	269	1.249138228127
coefficient	is 	269	1.249138228127
communicates	with 	269	1.249138228127
corner	is 	269	1.249138228127
cortex	and 	269	1.249138228127
cotton	gin 	269	1.249138228127
Critics	also 	269	1.249138228127
diagnostic	criteria 	269	1.249138228127
disable	the 	269	1.249138228127
earnings	of 	269	1.249138228127
earthquakes	in 	269	1.249138228127
eccentricity	of 	269	1.249138228127
encouragement	from 	269	1.249138228127
foreword	by 	269	1.249138228127
geographical	region 	269	1.249138228127
hears	a 	269	1.249138228127
hints	at 	269	1.249138228127
infections	in 	269	1.249138228127
infrared	light 	269	1.249138228127
iPod	Touch 	269	1.249138228127
knocked	off 	269	1.249138228127
Lenin	and 	269	1.249138228127
longevity	of 	269	1.249138228127
LP	was 	269	1.249138228127
metropolis	of 	269	1.249138228127
metropolitan	France 	269	1.249138228127
missionary	to 	269	1.249138228127
narrates	the 	269	1.249138228127
Nixon	was 	269	1.249138228127
Opium	War 	269	1.249138228127
organist	at 	269	1.249138228127
peaking	in 	269	1.249138228127
pier	in 	269	1.249138228127
Pike	County 	269	1.249138228127
promotional	tour 	269	1.249138228127
purposes	as 	269	1.249138228127
quest	of 	269	1.249138228127
recession	in 	269	1.249138228127
refused	by 	269	1.249138228127
Regiment	on 	269	1.249138228127
relented	and 	269	1.249138228127
repair	work 	269	1.249138228127
reverse	order 	269	1.249138228127
Rochester	and 	269	1.249138228127
