Word 1	Word 2	Count	perMillion
be	a 	67061	311.406909726522
and	that 	65978	306.377851358263
in	their 	65790	305.504847689534
which	the 	65351	303.466291250323
who	was 	65284	303.155167602425
born	in 	65173	302.639723946953
and	to 	64716	300.517582050097
all	the 	64519	299.602785652547
including	the 	64292	298.548680158923
are	the 	64232	298.270061966776
until	the 	64226	298.242200147561
of	all 	63812	296.319734621744
at	least 	63307	293.974698171171
a	member 	63068	292.864869039118
rather	than 	63003	292.563032664291
High	School 	62748	291.378905347665
a	single 	62648	290.914541694086
than	the 	61987	287.845097943930
all	of 	61545	285.792610595112
with	an 	61066	283.568308694469
was	released 	60965	283.099301404354
that	they 	60507	280.972515870963
among	the 	60386	280.410635850132
version	of 	60385	280.405992213597
referred	to 	60146	279.296163081543
form	of 	59821	277.786981207412
led	to 	59206	274.931144737902
along	the 	59190	274.856846553329
back	to 	59123	274.545722905431
As	of 	58629	272.251766456752
his	first 	58196	270.241071836755
won	the 	58111	269.846362731213
there	were 	58109	269.837075458142
series	of 	58059	269.604893631352
there	was 	57732	268.086424484149
will	be 	57615	267.543119009462
following	the 	57534	267.166984450063
was	in 	57085	265.081991645494
is	now 	57022	264.789442543739
is	one 	56929	264.357584345911
in	its 	56832	263.907151601940
if	the 	56726	263.414926129146
after	a 	56699	263.289547942680
his	own 	56688	263.238467940786
be	used 	56325	261.552827878295
was	to 	56317	261.515678786009
as	part 	55952	259.820751450446
throughout	the 	55825	259.231009610401
be	the 	55697	258.636624133820
moved	to 	55667	258.497315037746
served	as 	55307	256.825605884862
a	result 	54924	255.047093091655
him	to 	54604	253.561129400203
used	for 	54557	253.342878483021
in	New 	54392	252.576678454615
on	his 	54389	252.562747545008
could	be 	54112	251.276460224595
he	has 	53716	249.437580156422
found	in 	53633	249.052158323952
a	major 	53495	248.411336482013
are	also 	53437	248.142005562937
called	the 	53065	246.414572771624
are	not 	52487	243.730550853938
began	to 	52087	241.873096239623
to	take 	51847	240.758623471033
to	its 	50088	232.590466804581
which	are 	49767	231.099859476593
this	time 	49356	229.191324860384
do	not 	49031	227.682142986253
is	in 	49028	227.668212076645
that	was 	49008	227.575339345929
to	an 	48876	226.962379323205
Battle	of 	48783	226.530521125377
state	of 	48383	224.673066511062
continued	to 	48167	223.670041019331
much	of 	47942	222.625222798779
their	own 	47925	222.546280977670
to	their 	47869	222.286237331666
by	his 	47864	222.263019148987
is	used 	47811	222.016906412590
that	of 	47804	221.984400956840
near	the 	47196	219.161069943080
New	York 	47181	219.091415395044
on	to 	47035	218.413444460818
for	its 	46878	217.684393524700
across	the 	46866	217.628669886270
President	of 	46722	216.959986225117
parts	of 	46637	216.565277119575
as	it 	46362	215.288277072233
similar	to 	46330	215.139680703087
was	one 	45673	212.088811499074
or	the 	45589	211.698746030068
would	have 	45457	211.085786007344
addition	to 	45410	210.867535090162
had	to 	45190	209.845935052288
side	of 	44846	208.248524083977
associated	with 	44806	208.062778622546
a	series 	44746	207.784160430398
that	are 	44477	206.535022202271
Although	the 	44386	206.112451277514
prior	to 	44339	205.894200360332
that	a 	44049	204.547545764954
also	a 	44033	204.473247580381
result	of 	43861	203.674542096225
House	of 	43735	203.089443892716
known	for 	43684	202.852618429391
area	of 	43553	202.244302043202
group	of 	43508	202.035338399092
appeared	in 	43225	200.721189259464
age	of 	43211	200.656178347963
also	known 	42804	198.766218277897
his	father 	42736	198.450450993463
published	in 	42582	197.735330966952
for	their 	42110	195.543534522059
used	as 	41978	194.930574499335
son	of 	41915	194.638025397581
variety	of 	41822	194.206167199752
town	of 	41281	191.693959833891
history	of 	41253	191.563938010889
population	of 	40999	190.384454330798
development	of 	40954	190.175490686688
both	the 	40917	190.003676134864
released	in 	40838	189.636828848536
time	of 	40697	188.982076096990
name	of 	40639	188.712745177914
role	in 	40222	186.776348742490
used	by 	40043	185.945137802584
Los	Angeles 	39862	185.104639589607
home	to 	39771	184.682068664850
has	also 	39493	183.391137707901
should	be 	39315	182.564570404530
may	have 	39004	181.120399441900
rest	of 	38814	180.238108500100
years	of 	38806	180.200959407814
his	wife 	38725	179.824824848415
were	the 	38612	179.300093919871
not	be 	38492	178.742857535576
it	to 	38283	177.772337499596
they	had 	38059	176.732162915580
so	that 	37779	175.431944685559
also	the 	37772	175.399439229808
decided	to 	37768	175.380864683665
he	would 	37748	175.287991952949
from	his 	37662	174.888639210872
which	had 	37657	174.865421028193
followed	by 	37495	174.113151909395
died	in 	37472	174.006348269072
north	of 	37139	172.460017302654
came	to 	36931	171.494140903210
on	their 	36833	171.039064522703
as	one 	36811	170.936904518915
consists	of 	36708	170.458609955729
he	became 	36708	170.458609955729
the	United 	36403	169.042300812314
when	it 	36128	167.765300764972
his	death 	35989	167.119835286497
an	American 	35977	167.064111648068
but	it 	35856	166.502231627237
them	to 	35759	166.051798883266
must	be 	35710	165.824260693012
New	Zealand 	35564	165.146289758787
located	at 	35475	164.733006107102
first	time 	35380	164.291860636202
said	that 	35256	163.716049705764
as	they 	35245	163.664969703870
named	after 	35239	163.637107884656
involved	in 	35189	163.404926057866
south	of 	35134	163.149526048398
instead	of 	34943	162.262591470062
up	the 	34826	161.719285995375
were	not 	34541	160.395849582675
list	of 	34529	160.340125944246
during	his 	34467	160.052220479027
as	he 	34465	160.042933205955
majority	of 	34438	159.917555019489
responsible	for 	34408	159.778245923415
using	the 	34256	159.072413169975
joined	the 	34173	158.686991337505
its	own 	34094	158.320144051178
built	in 	34072	158.217984047390
but	was 	33984	157.809344032241
for	an 	33962	157.707184028454
by	an 	33900	157.419278563235
they	have 	33740	156.676296717509
as	in 	33707	156.523056711828
range	of 	33661	156.309449431181
not	to 	33627	156.151565788964
which	were 	33611	156.077267604392
led	by 	33544	155.766143956494
on	September 	33448	155.320354849058
because	the 	33234	154.326616630399
an	important 	33159	153.978343890215
lack	of 	33023	153.346809321348
no	longer 	32979	153.142489313773
off	the 	32790	152.264842008509
or	a 	32697	151.832983810681
type	of 	32655	151.637951076178
two	years 	32592	151.345401974423
she	is 	32583	151.303609245601
also	be 	32512	150.973911051560
founded	in 	32508	150.955336505417
been	a 	32426	150.574558309482
announced	that 	32291	149.947667377151
for	this 	32282	149.905874648329
went	on 	32232	149.673692821539
replaced	by 	32212	149.580820090823
return	to 	32109	149.102525527637
amount	of 	32014	148.661380056737
that	year 	31954	148.382761864590
on	June 	31848	147.890536391796
after	his 	31816	147.741940022651
on	July 	31701	147.207921821036
United	States 	31662	147.026819996140
less	than 	31653	146.985027267318
on	October 	31647	146.957165448103
attempt	to 	31512	146.330274515771
could	not 	31455	146.065587233231
half	of 	31407	145.842692679514
made	a 	31293	145.313318114434
During	this 	31247	145.099710833787
Department	of 	31078	144.314936259239
it	would 	31072	144.287074440024
set	of 	31033	144.105972615129
stated	that 	30971	143.818067149910
who	were 	30842	143.219038036793
include	the 	30834	143.181888944507
years	later 	30821	143.121521669541
it	had 	30697	142.545710739104
on	March 	30538	141.807372529913
resulted	in 	30484	141.556616156981
were	also 	30449	141.394088878228
are	a 	30392	141.129401595688
place	in 	30383	141.087608866866
related	to 	30238	140.414281569177
control	of 	30160	140.052077919385
time	in 	30137	139.945274279062
like	the 	30075	139.657368813843
head	of 	29956	139.104776066084
way	to 	29883	138.765790598972
period	of 	29737	138.087819664747
with	its 	29632	137.600237828489
It	also 	29340	136.244295960039
School	of 	29263	135.886735946783
such	a 	29194	135.566325025813
beginning	of 	29192	135.557037752742
said	to 	29181	135.505957750848
written	by 	29146	135.343430472096
same	time 	29121	135.227339558701
west	of 	29060	134.944077730018
which	has 	28744	133.476688584709
not	only 	28698	133.263081304062
can	also 	28604	132.826579469698
each	other 	28578	132.705844919768
took	place 	28481	132.255412175796
terms	of 	28467	132.190401264295
produced	by 	28440	132.065023077829
than	a 	28347	131.633164880000
with	their 	28334	131.572797605035
would	not 	28310	131.461350328176
had	the 	28283	131.335972141710
not	have 	28121	130.583703022912
east	of 	28108	130.523335747947
have	the 	27972	129.891801179080
has	the 	27906	129.585321167718
construction	of 	27885	129.487804800466
death	of 	27802	129.102382967996
not	a 	27795	129.069877512245
who	is 	27750	128.860913868135
refers	to 	27702	128.638019314417
types	of 	27638	128.340826576126
Civil	War 	27634	128.322252029983
held	in 	27559	127.973979289799
released	on 	27518	127.783590191832
up	in 	27508	127.737153826474
for	her 	27420	127.328513811324
School	in 	27362	127.059182892249
fact	that 	27339	126.952379251925
close	to 	27295	126.748059244351
over	a 	27248	126.529808327169
with	her 	27224	126.418361050310
only	a 	27206	126.334775592666
become	a 	27045	125.587150110404
those	who 	26965	125.215659187541
access	to 	26935	125.076350091467
established	in 	26912	124.969546451144
away	from 	26862	124.737364624354
interest	in 	26797	124.435528249528
same	year 	26706	124.012957324771
but	also 	26687	123.924728230591
North	America 	26659	123.794706407589
what	is 	26649	123.748270042231
unable	to 	26594	123.492870032763
opened	in 	26547	123.274619115581
where	it 	26409	122.633797273642
site	of 	26379	122.494488177568
being	the 	26377	122.485200904497
went	to 	26330	122.266949987315
when	a 	26317	122.206582712349
together	with 	26272	121.997619068239
left	the 	26254	121.914033610595
use	the 	26252	121.904746337523
example	of 	26166	121.505393595445
when	they 	26124	121.310360860942
at	that 	26109	121.240706312905
ability	to 	26002	120.743837203576
are	used 	25980	120.641677199789
total	of 	25950	120.502368103715
at	this 	25943	120.469862647965
during	a 	25900	120.270186276926
or	more 	25844	120.010142630921
their	first 	25827	119.931200809813
compared	to 	25806	119.833684442562
Church	of 	25731	119.485411702377
but	he 	25694	119.313597150553
where	they 	25673	119.216080783302
through	a 	25512	118.468455301040
described	as 	25469	118.268778930001
Award	for 	25385	117.878713460994
are	often 	25267	117.330764349771
portion	of 	25195	116.996422519195
Board	of 	25176	116.908193425015
be	found 	25155	116.810677057763
part	in 	25075	116.439186134900
it	can 	24934	115.784433383354
Order	of 	24930	115.765858837211
with	other 	24851	115.399011550883
be	seen 	24828	115.292207910560
role	of 	24812	115.217909725988
its	first 	24706	114.725684253194
only	one 	24634	114.391342422617
forced	to 	24554	114.019851499754
for	all 	24478	113.666935123034
but	not 	24418	113.388316930887
failed	to 	24371	113.170066013705
located	on 	24343	113.040044190703
refer	to 	24342	113.035400554167
New	Jersey 	24318	112.923953277308
also	been 	24241	112.566393264052
San	Francisco 	24198	112.366716893013
Minister	of 	24170	112.236695070011
production	of 	24158	112.180971431582
for	many 	24147	112.129891429688
King	of 	24137	112.083455064330
center	of 	24130	112.050949608580
his	career 	24128	112.041662335508
set	up 	24066	111.753756870289
only	the 	24057	111.711964141467
his	life 	23962	111.270818670567
designed	to 	23893	110.950407749598
Republic	of 	23867	110.829673199667
his	son 	23776	110.407102274911
owned	by 	23729	110.188851357729
intended	to 	23571	109.455156785074
case	of 	23461	108.944356766137
areas	of 	23434	108.818978579671
population	was 	23325	108.312822197270
derived	from 	23267	108.043491278194
he	did 	23170	107.593058534223
his	work 	23100	107.268003976717
collection	of 	23092	107.230854884431
Despite	the 	22865	106.176749390807
been	the 	22858	106.144243935057
city	in 	22796	105.856338469838
but	in 	22780	105.782040285265
it	as 	22668	105.261952993257
director	of 	22641	105.136574806790
received	a 	22581	104.857956614643
divided	into 	22529	104.616487514782
towards	the 	22527	104.607200241711
daughter	of 	22486	104.416811143743
each	of 	22448	104.240352955383
most	important 	22353	103.799207484483
front	of 	22332	103.701691117232
then	the 	22305	103.576312930765
has	an 	22272	103.423072925084
depending	on 	22231	103.232683827117
outside	the 	22231	103.232683827117
work	on 	22174	102.967996544577
wanted	to 	22118	102.707952898573
because	it 	22025	102.276094700745
top	of 	22001	102.164647423886
known	to 	21988	102.104280148920
He	died 	21925	101.811731047166
this	period 	21876	101.584192856912
refused	to 	21831	101.375229212802
tried	to 	21810	101.277712845550
Act	of 	21765	101.068749201440
These	are 	21680	100.674040095898
which	would 	21657	100.567236455574
creation	of 	21613	100.362916448000
two	of 	21591	100.260756444212
are	in 	21584	100.228250988462
which	they 	21544	100.042505527030
those	of 	21539	100.019287344351
sent	to 	21535	100.000712798208
attempted	to 	21449	99.601360056130
Secretary	of 	21438	99.550280054237
used	the 	21416	99.448120050449
upon	the 	21394	99.345960046662
she	had 	21332	99.058054581443
created	by 	21294	98.881596393083
best	known 	21263	98.737643660474
using	a 	21223	98.551898199042
not	the 	21219	98.533323652899
caused	by 	21203	98.459025468326
may	also 	21193	98.412589102969
based	in 	21179	98.347578191468
made	the 	21136	98.147901820429
directed	by 	21031	97.660319984171
source	of 	20841	96.778029042371
also	used 	20839	96.768741769299
response	to 	20781	96.499410850224
though	the 	20686	96.058265379324
level	of 	20564	95.491741721958
considered	to 	20438	94.906643518448
his	family 	20433	94.883425335769
made	by 	20412	94.785908968518
also	has 	20407	94.762690785839
loss	of 	20309	94.307614405331
support	of 	20271	94.131156216971
have	to 	20261	94.084719851614
Hall	of 	20202	93.810745296002
who	are 	20184	93.727159838358
release	of 	20182	93.717872565286
system	of 	20175	93.685367109536
down	the 	20169	93.657505290321
behind	the 	20162	93.624999834570
out	to 	20151	93.573919832677
death	in 	20137	93.508908921176
government	of 	20111	93.388174371245
He	served 	20064	93.169923454063
time	to 	20037	93.044545267597
become	the 	19999	92.868087079237
from	their 	19997	92.858799806165
out	the 	19991	92.830937986951
leader	of 	19971	92.738065256235
during	World 	19925	92.524457975589
section	of 	19901	92.413010698730
consisted	of 	19874	92.287632512263
shortly	after 	19812	91.999727047044
from	its 	19801	91.948647045151
up	with 	19737	91.651454306860
were	in 	19737	91.651454306860
he	and 	19716	91.553937939609
Duke	of 	19712	91.535363393466
consisting	of 	19694	91.451777935821
within	a 	19693	91.447134299286
leading	to 	19687	91.419272480071
many	other 	19686	91.414628843535
three	years 	19653	91.261388837854
following	year 	19652	91.256745201318
point	of 	19637	91.187090653281
being	a 	19561	90.834174276562
began	in 	19534	90.708796090095
resulting	in 	19495	90.527694265199
thousands	of 	19406	90.114410613514
agreed	to 	19404	90.105123340443
it	became 	19380	89.993676063584
been	used 	19379	89.989032427048
including	a 	19331	89.766137873330
trying	to 	19258	89.427152406218
required	to 	19257	89.422508769682
study	of 	19233	89.311061492823
Supreme	Court 	19213	89.218188762107
an	early 	19201	89.162465123678
above	the 	19165	88.995294208389
right	to 	19154	88.944214206496
he	played 	19137	88.865272385387
work	in 	19137	88.865272385387
need	to 	19112	88.749181471992
enough	to 	19069	88.549505100954
added	to 	19058	88.498425099060
when	she 	19051	88.465919643309
even	though 	19023	88.335897820307
seen	in 	18961	88.047992355088
seen	as 	18939	87.945832351301
he	wrote 	18929	87.899395985943
kind	of 	18913	87.825097801370
War	I 	18893	87.732225070655
states	that 	18888	87.709006887976
later	in 	18885	87.695075978368
Court	of 	18879	87.667214159154
outside	of 	18871	87.630065066867
they	would 	18846	87.513974153473
it	in 	18806	87.328228692041
included	in 	18755	87.091403228716
lived	in 	18646	86.585246846315
versions	of 	18637	86.543454117493
support	for 	18620	86.464512296384
village	of 	18607	86.404145021419
also	in 	18601	86.376283202204
reported	that 	18599	86.366995929133
chairman	of 	18591	86.329846836847
work	of 	18587	86.311272290703
province	of 	18584	86.297341381096
from	an 	18481	85.819046817910
States	and 	18468	85.758679542945
argued	that 	18427	85.568290444977
he	made 	18414	85.507923170012
regarded	as 	18402	85.452199531583
him	in 	18383	85.363970437403
elected	to 	18379	85.345395891259
years	old 	18379	85.345395891259
its	name 	18356	85.238592250936
allowed	to 	18341	85.168937702899
with	two 	18312	85.034272243362
saw	the 	18279	84.881032237680
designed	by 	18258	84.783515870429
included	the 	18256	84.774228597357
presence	of 	18255	84.769584960822
attempts	to 	18226	84.634919501284
managed	to 	18224	84.625632228212
she	has 	18215	84.583839499390
an	area 	18213	84.574552226318
had	not 	18198	84.504897678282
like	a 	18150	84.282003124564
believed	that 	18139	84.230923122670
line	of 	18138	84.226279486134
nature	of 	18123	84.156624938097
rate	of 	18099	84.045177661239
course	of 	18023	83.692261284519
given	to 	17984	83.511159459623
South	Africa 	17978	83.483297640408
participated	in 	17964	83.418286728907
had	no 	17955	83.376494000085
given	the 	17952	83.362563090478
composed	of 	17902	83.130381263688
only	to 	17878	83.018933986829
took	the 	17857	82.921417619578
district	of 	17840	82.842475798469
an	example 	17832	82.805326706183
believed	to 	17813	82.717097612003
examples	of 	17791	82.614937608216
with	some 	17773	82.531352150571
forms	of 	17764	82.489559421749
at	an 	17746	82.405973964105
College	of 	17746	82.405973964105
influenced	by 	17724	82.303813960318
received	the 	17716	82.266664868031
claimed	that 	17715	82.262021231496
reference	to 	17675	82.076275770064
but	is 	17662	82.015908495099
found	that 	17656	81.988046675884
lead	to 	17645	81.936966673991
awarded	the 	17644	81.932323037455
at	his 	17636	81.895173945168
view	of 	17628	81.858024852882
if	they 	17604	81.746577576023
de	la 	17591	81.686210301058
at	all 	17543	81.463315747340
were	made 	17527	81.389017562767
region	of 	17516	81.337937560874
Book	of 	17499	81.258995739765
Governor	of 	17497	81.249708466694
entered	the 	17482	81.180053918657
Council	of 	17413	80.859642997688
concept	of 	17375	80.683184809328
living	in 	17348	80.557806622861
once	again 	17340	80.520657530575
out	in 	17327	80.460290255610
time	the 	17326	80.455646619074
played	in 	17296	80.316337523000
going	to 	17275	80.218821155749
him	as 	17249	80.098086605818
or	other 	17239	80.051650240460
World	Cup 	17208	79.907697507851
command	of 	17205	79.893766598244
led	the 	17158	79.675515681061
up	a 	17114	79.471195673487
any	other 	17087	79.345817487020
start	of 	17068	79.257588392840
percent	of 	17030	79.081130204480
whom	he 	17022	79.043981112194
make	the 	17005	78.965039291086
thought	to 	17000	78.941821108407
appeared	on 	16963	78.770006556583
carried	out 	16961	78.760719283511
who	have 	16947	78.695708372010
idea	of 	16946	78.691064735474
were	used 	16938	78.653915643188
has	become 	16937	78.649272006652
played	a 	16923	78.584261095151
served	by 	16922	78.579617458615
home	of 	16821	78.110610168501
from	this 	16808	78.050242893535
they	can 	16800	78.013093801249
but	this 	16798	78.003806528178
it	may 	16704	77.567304693813
capable	of 	16701	77.553373784206
formed	in 	16679	77.451213780419
capital	of 	16659	77.358341049703
city	and 	16654	77.335122867024
called	a 	16651	77.321191957417
are	usually 	16644	77.288686501666
He	then 	16610	77.130802859449
They	also 	16602	77.093653767163
but	they 	16598	77.075079221020
dedicated	to 	16580	76.991493763376
opposed	to 	16515	76.689657388549
continues	to 	16504	76.638577386656
difficult	to 	16503	76.633933750120
although	it 	16496	76.601428294369
University	in 	16484	76.545704655940
many	years 	16449	76.383177377187
published	by 	16449	76.383177377187
people	of 	16413	76.216006461899
had	an 	16406	76.183501006148
about	a 	16398	76.146351913862
where	she 	16349	75.918813723608
cost	of 	16324	75.802722810214
not	been 	16312	75.746999171784
North	Carolina 	16305	75.714493716034
suggested	that 	16276	75.579828256496
Institute	of 	16271	75.556610073817
create	a 	16221	75.324428247027
title	of 	16207	75.259417335526
years	in 	16196	75.208337333633
cannot	be 	16181	75.138682785596
tend	to 	16159	75.036522781809
make	a 	16155	75.017948235665
live	in 	16148	74.985442779915
name	was 	16142	74.957580960700
her	to 	16130	74.901857322271
come	to 	16121	74.860064593449
value	of 	16108	74.799697318483
album	was 	16030	74.437493668692
continue	to 	16023	74.404988212941
written	in 	16022	74.400344576406
fall	of 	16016	74.372482757191
expected	to 	16006	74.326046391833
life	of 	16006	74.326046391833
made	of 	16001	74.302828209154
episode	of 	15970	74.158875476545
made	his 	15968	74.149588203473
most	common 	15964	74.131013657330
an	independent 	15941	74.024210017007
if	a 	15929	73.968486378577
general	election 	15901	73.838464555575
made	up 	15880	73.740948188324
making	it 	15880	73.740948188324
until	his 	15853	73.615570001857
relationship	with 	15838	73.545915453820
film	was 	15834	73.527340907677
first	to 	15810	73.415893630818
process	of 	15789	73.318377263567
way	of 	15770	73.230148169387
years	after 	15761	73.188355440565
deal	with 	15750	73.137275438671
most	popular 	15700	72.905093611882
again	in 	15684	72.830795427309
are	now 	15684	72.830795427309
means	of 	15682	72.821508154237
completed	in 	15657	72.705417240843
named	for 	15655	72.696129967771
coast	of 	15625	72.556820871697
are	still 	15616	72.515028142875
summer	of 	15611	72.491809960196
an	attempt 	15601	72.445373594839
supported	by 	15597	72.426799048695
were	a 	15596	72.422155412160
combination	of 	15559	72.250340860335
if	it 	15557	72.241053587264
edition	of 	15533	72.129606310405
city	is 	15521	72.073882671975
operated	by 	15511	72.027446306618
so	the 	15505	71.999584487403
School	and 	15472	71.846344481722
area	is 	15471	71.841700845186
inspired	by 	15463	71.804551752900
people	who 	15463	71.804551752900
because	they 	15388	71.456279012716
day	of 	15384	71.437704466572
have	also 	15378	71.409842647358
story	of 	15363	71.340188099321
considered	a 	15349	71.275177187820
after	being 	15347	71.265889914748
form	the 	15318	71.131224455210
inside	the 	15278	70.945478993779
likely	to 	15237	70.755089895811
elements	of 	15219	70.671504438167
size	of 	15216	70.657573528560
soon	after 	15202	70.592562617059
species	of 	15134	70.276795332625
form	a 	15124	70.230358967267
by	their 	15115	70.188566238445
at	one 	15113	70.179278965374
most	famous 	15111	70.169991692302
only	in 	15097	70.104980780801
also	called 	15079	70.021395323157
has	not 	15074	69.998177140478
both	of 	15061	69.937809865513
up	of 	15051	69.891373500155
length	of 	15040	69.840293498261
or	in 	15028	69.784569859832
having	been 	15017	69.733489857938
were	built 	14995	69.631329854151
might	be 	14990	69.608111671472
reached	the 	14980	69.561675306114
subject	to 	14941	69.380573481218
town	in 	14934	69.348068025468
In	contrast 	14932	69.338780752396
assigned	to 	14921	69.287700750502
applied	to 	14896	69.171609837108
these	were 	14892	69.153035290964
provided	by 	14888	69.134460744821
Earl	of 	14881	69.101955289071
took	over 	14863	69.018369831427
five	years 	14850	68.958002556461
theory	of 	14840	68.911566191103
although	he 	14839	68.906922554568
sense	of 	14825	68.841911643067
Bank	of 	14815	68.795475277709
increase	in 	14798	68.716533456600
style	of 	14792	68.688671637386
well	known 	14737	68.433271627917
made	in 	14722	68.363617079880
four	years 	14697	68.247526166486
by	some 	14681	68.173227981913
especially	in 	14666	68.103573433876
featured	in 	14644	68.001413430089
came	from 	14641	67.987482520481
served	in 	14639	67.978195247410
win	the 	14633	67.950333428195
time	and 	14623	67.903897062837
each	year 	14616	67.871391607087
has	since 	14606	67.824955241729
hundreds	of 	14604	67.815667968657
much	more 	14595	67.773875239835
were	to 	14593	67.764587966764
how	to 	14566	67.639209780297
middle	of 	14545	67.541693413046
gave	the 	14518	67.416315226579
from	other 	14510	67.379166134293
her	first 	14506	67.360591588150
at	first 	14503	67.346660678543
who	has 	14488	67.277006130506
aspects	of 	14473	67.207351582469
an	average 	14460	67.146984307504
use	in 	14437	67.040180667181
people	in 	14420	66.961238846072
establishment	of 	14403	66.882297024964
while	in 	14379	66.770849748105
introduction	of 	14371	66.733700655819
comes	from 	14316	66.478300646350
formation	of 	14305	66.427220644456
first	of 	14297	66.390071552170
United	Nations 	14265	66.241475183025
recent	years 	14264	66.236831546489
remained	in 	14259	66.213613363810
